OBJECTID,Asset ID,Suburb,Street,Parking restriction Sign Type,Sign Category,Sign Status,Sign owner,BCC Code For Signs,Sign Direction,Sign is Temporary,Related Signs,Multi-sign Plate,Additional Sign Text,ParkingRestrictionDaysandTimes,SAP Object Number,SAP ID Number,Parking Restriction Code,GlobalID,geo_shape,geo_point_2d,Suburb_List,Latitude,Longitude,Parking_Restriction_Type
42572,SN-10-1000-1130713,SPRING HILL,NORTH STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z1L,Left,0,1,1,2 MINS MAX,:6am-7pm,000000000100353529,IE000000000100353529,43,9c47024f-fe77-4af1-a721-fce3ad4157a3,"{""coordinates"": [153.02140180200286, -27.461372050327817], ""type"": ""Point""}","-27.461372050327817, 153.02140180200286","S, SPRING HILL",-27.461372050327817,153.02140180200286,Loading Zone Passengers 2 Min. Max
42615,SN-10-1000-1311586,ASHGROVE,LYNWOOD CRESCENT,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7:00AM-9:00AM ,SCHOOLDAYS:2:00PM-4:00PM",000000000100354328,IE000000000100354328,43,03d1f872-0d3a-4ca1-a87b-d147003632ac,"{""coordinates"": [152.9741622654208, -27.44933149170566], ""type"": ""Point""}","-27.44933149170566, 152.9741622654208","A, ASHGROVE",-27.44933149170566,152.9741622654208,Loading Zone Passengers 2 Min. Max
42620,SN-10-1000-1237138,FORTITUDE VALLEY,BARRY PARADE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NL,Left,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:8:00AM-5:30PM ,SAT:8:00AM-12:00PM",000000000100354440,IE000000000100354440,45,1f60fe90-6ec8-469b-8286-76a5f18a2462,"{""coordinates"": [153.03074474815872, -27.459577591353614], ""type"": ""Point""}","-27.459577591353614, 153.03074474815872","F, FORTITUDE VALLEY",-27.459577591353614,153.03074474815872,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42657,SN-10-1000-1201044,ST LUCIA,HAWKEN DRIVE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYR,Right,0,1,0,2 MIN MAX,":7:30-9:30 ,SCHOOLDAYS:2pm-4pm",000000000100355219,IE000000000100355219,43,4996edda-5277-43b0-8437-9e08cc1e6f1d,"{""coordinates"": [152.99600827264845, -27.501060316833133], ""type"": ""Point""}","-27.501060316833133, 152.99600827264845","S, ST LUCIA",-27.501060316833133,152.99600827264845,Loading Zone Passengers 2 Min. Max
42681,SN-10-1000-1185256,BRISBANE CITY,CHARLOTTE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43AR,Right,0,1,1,2 MIN MAX,ALL OTHER TIMES:-,000000000100355718,IE000000000100355718,43,bfa1c722-3b3a-42e9-b8d0-fdb5f69b6a10,"{""coordinates"": [153.0287075330683, -27.46956609418438], ""type"": ""Point""}","-27.46956609418438, 153.0287075330683","B, BRISBANE CITY",-27.46956609418438,153.0287075330683,Loading Zone Passengers 2 Min. Max
42683,SN-10-1000-1308829,HAWTHORNE,HAWTHORNE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7:00AM-9:00AM ,MON-FRI:2:00PM-4:00PM ,SCHOOLDAYS:-",000000000100355758,IE000000000100355758,43,fa8a5ce9-8954-4fc5-a855-8ee56e049445,"{""coordinates"": [153.05894292813167, -27.470070278484393], ""type"": ""Point""}","-27.470070278484393, 153.05894292813167","H, HAWTHORNE",-27.470070278484393,153.05894292813167,Loading Zone Passengers 2 Min. Max
42696,SN-10-1000-1189205,TOOWONG,KENSINGTON TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100356002,IE000000000100356002,43,ea95218e-6b61-4ffb-ad9d-ec4faf76172f,"{""coordinates"": [152.98813704034907, -27.487283466416024], ""type"": ""Point""}","-27.487283466416024, 152.98813704034907","T, TOOWONG",-27.487283466416024,152.98813704034907,Loading Zone Passengers 2 Min. Max
42714,SN-20-2000-2588338,KEDRON,BOHLAND STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,PICKUP AND SETDOWN ONLY 2 MINS,,000000000100445881,IE000000000100445881,43,68e2bcb9-5d45-45dd-a6f7-b5d5bad55924,"{""coordinates"": [153.02487174303158, -27.398791560793452], ""type"": ""Point""}","-27.398791560793452, 153.02487174303158","K, KEDRON",-27.398791560793452,153.02487174303158,Loading Zone Passengers 2 Min. Max
42734,SN-10-1000-1276747,NUNDAH,STATION STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100356817,IE000000000100356817,43,66529e6c-5cdc-42ba-b010-e27037858a3b,"{""coordinates"": [153.06189247846044, -27.400375271153564], ""type"": ""Point""}","-27.400375271153564, 153.06189247846044","N, NUNDAH",-27.400375271153564,153.06189247846044,Loading Zone Passengers 2 Min. Max
42747,SN-10-1000-1289685,INALA,LILAC STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100357113,IE000000000100357113,43,66ad9b8b-b0af-444e-a314-6eed02658f1a,"{""coordinates"": [152.96811649876508, -27.594277918380666], ""type"": ""Point""}","-27.594277918380666, 152.96811649876508","I, INALA",-27.594277918380666,152.96811649876508,Loading Zone Passengers 2 Min. Max
42798,SN-10-1000-1290037,SANDGATE,BRIGHTON ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NL,Left,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100350468,IE000000000100350468,45,081b77bb-5043-43eb-8afd-12ff0c460c05,"{""coordinates"": [153.06834178222417, -27.318551732823178], ""type"": ""Point""}","-27.318551732823178, 153.06834178222417","S, SANDGATE",-27.318551732823178,153.06834178222417,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42826,SN-10-1000-1163011,SOUTH BRISBANE,EDMONDSTONE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,4Z1YL,Left,0,1,1,,":5:30AM-2:30PM ,SCHOOLDAYS:3:00PM-4:00PM",000000000100351002,IE000000000100351002,43,a0832334-3012-48be-9a76-87678cd1a55f,"{""coordinates"": [153.01684040721148, -27.4812021112027], ""type"": ""Point""}","-27.4812021112027, 153.01684040721148","S, SOUTH BRISBANE",-27.4812021112027,153.01684040721148,Loading Zone Passengers 2 Min. Max
42833,SN-30-1000-2074583,PULLENVALE,GRANDVIEW ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,,,000000000100468036,IE000000000100468036,43,13780cd1-dbc3-441a-8742-98061fdbdd52,"{""coordinates"": [152.8957675391584, -27.532617876313434], ""type"": ""Point""}","-27.532617876313434, 152.8957675391584","P, PULLENVALE",-27.532617876313434,152.8957675391584,Loading Zone Passengers 2 Min. Max
42844,SN-10-1000-1202600,BRISBANE CITY,ELIZABETH STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45AL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",ALL OTHER TIMES:-,000000000100351368,IE000000000100351368,45,3a950a7f-9b0b-4143-8725-777bf2495e09,"{""coordinates"": [153.02981184470613, -27.467321906310215], ""type"": ""Point""}","-27.467321906310215, 153.02981184470613","B, BRISBANE CITY",-27.467321906310215,153.02981184470613,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
42857,SN-10-1000-1273373,SUNNYBANK,GLENDOWER STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7:00AM-9:00AM ,SCHOOLDAYS:2:00PM-4:00PM",000000000100351687,IE000000000100351687,43,7e0f070e-f2be-45cf-a425-0f04592ff7bc,"{""coordinates"": [153.0526535176487, -27.57575037173324], ""type"": ""Point""}","-27.57575037173324, 153.0526535176487","S, SUNNYBANK",-27.57575037173324,153.0526535176487,Loading Zone Passengers 2 Min. Max
42871,SN-10-1000-1272668,ROBERTSON,MUSGRAVE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100351966,IE000000000100351966,43,bffceef0-fc83-4e5c-8d0e-69c495ec1af8,"{""coordinates"": [153.0560915025639, -27.565524694350152], ""type"": ""Point""}","-27.565524694350152, 153.0560915025639","R, ROBERTSON",-27.565524694350152,153.0560915025639,Loading Zone Passengers 2 Min. Max
42922,SN-30-1000-726719,NEW FARM,ANNIE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,,,000000000100468154,IE000000000100468154,43,8c65f690-473e-4a9f-a581-cea115fb8e7f,"{""coordinates"": [153.0464943121142, -27.46052126851419], ""type"": ""Point""}","-27.46052126851419, 153.0464943121142","N, NEW FARM",-27.46052126851419,153.0464943121142,Loading Zone Passengers 2 Min. Max
42931,SN-10-1000-1201853,HAWTHORNE,HAWTHORNE ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100353207,IE000000000100353207,45,e52916b6-dbe4-4272-a5a4-442e76c0f09b,"{""coordinates"": [153.06034309406377, -27.462715721831195], ""type"": ""Point""}","-27.462715721831195, 153.06034309406377","H, HAWTHORNE",-27.462715721831195,153.06034309406377,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43037,SN-10-1000-1178451,SOUTH BRISBANE,GREY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100354784,IE000000000100354784,43,434d3d20-2e71-486a-8868-39475b147c53,"{""coordinates"": [153.02325566547555, -27.48125323544509], ""type"": ""Point""}","-27.48125323544509, 153.02325566547555","S, SOUTH BRISBANE",-27.48125323544509,153.02325566547555,Loading Zone Passengers 2 Min. Max
43104,SN-30-1000-3541625,BOONDALL,LYNDHURST ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,,,000000000100468005,IE000000000100468005,43,b94fafec-2f17-49a7-97a4-3fefd45c51e3,"{""coordinates"": [153.06054090523995, -27.338749047706553], ""type"": ""Point""}","-27.338749047706553, 153.06054090523995","B, BOONDALL",-27.338749047706553,153.06054090523995,Loading Zone Passengers 2 Min. Max
43122,SN-10-1000-1271479,GRACEVILLE,HONOUR AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43WR,Right,0,1,1,2 MIN MAX,MON-SAT:7am-6pm,000000000100351007,IE000000000100351007,43,d51b0a3b-ecf2-4214-82a3-3c6df2f28331,"{""coordinates"": [152.97566126270883, -27.520541794387206], ""type"": ""Point""}","-27.520541794387206, 152.97566126270883","G, GRACEVILLE",-27.520541794387206,152.97566126270883,Loading Zone Passengers 2 Min. Max
43123,SN-20-2000-2514511,BRISBANE CITY,TURBOT STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45BR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:7 AM-9 AM,000000000100445490,IE000000000100445490,45,95d0490d-5b4e-485b-9124-1d49f88df132,"{""coordinates"": [153.02193997945474, -27.467999212553035], ""type"": ""Point""}","-27.467999212553035, 153.02193997945474","B, BRISBANE CITY",-27.467999212553035,153.02193997945474,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43124,SN-10-1000-1291014,ARCHERFIELD,BONIFACE STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX","MON-FRI:6am-6pm ,SAT:6am-12noon",000000000100351031,IE000000000100351031,45,41244f5b-d3d7-4b39-a817-76bc234bffde,"{""coordinates"": [153.0198373735325, -27.56363625213512], ""type"": ""Point""}","-27.56363625213512, 153.0198373735325","A, ARCHERFIELD",-27.56363625213512,153.0198373735325,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43143,SN-10-1000-1280951,MITCHELTON,WILLCOCKS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZL,Left,0,1,0,2 MIN MAX,":8-9:30am ,MON-FRI:2:30pm-3:30pm",000000000100351461,IE000000000100351461,43,1785115b-af93-4f3d-aad3-d13e77dfe81a,"{""coordinates"": [152.9746316579174, -27.414550250886755], ""type"": ""Point""}","-27.414550250886755, 152.9746316579174","M, MITCHELTON",-27.414550250886755,152.9746316579174,Loading Zone Passengers 2 Min. Max
43153,SN-20-2000-2505277,BRISBANE CITY,GARRICK STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:5 AM-7 PM,000000000100445521,IE000000000100445521,45,e160817a-c1f1-4748-97bf-bc04a4b07289,"{""coordinates"": [153.01751068317407, -27.466600310576336], ""type"": ""Point""}","-27.466600310576336, 153.01751068317407","B, BRISBANE CITY",-27.466600310576336,153.01751068317407,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43204,SN-10-1000-1290052,SANDGATE,RAINBOW STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100352687,IE000000000100352687,43,5ae25f38-6a8a-4746-b3e2-35038bb3710a,"{""coordinates"": [153.06558032895148, -27.320892795401065], ""type"": ""Point""}","-27.320892795401065, 153.06558032895148","S, SANDGATE",-27.320892795401065,153.06558032895148,Loading Zone Passengers 2 Min. Max
43257,SN-10-1000-1299716,INALA,LORIKEET STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43EYR,Right,0,1,0,2 MIN MAX,SCHOOLDAYS:9am-4pm,000000000100353801,IE000000000100353801,43,6af10232-d36d-4391-86bb-8a4473b64c62,"{""coordinates"": [152.9769798103748, -27.605855324120043], ""type"": ""Point""}","-27.605855324120043, 152.9769798103748","I, INALA",-27.605855324120043,152.9769798103748,Loading Zone Passengers 2 Min. Max
43276,SN-10-1000-1237518,YERONGA,VILLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100354235,IE000000000100354235,43,8a2c8d96-905b-408e-a68b-b7edfe2301f7,"{""coordinates"": [153.02334559309534, -27.517740775509417], ""type"": ""Point""}","-27.517740775509417, 153.02334559309534","Y, YERONGA",-27.517740775509417,153.02334559309534,Loading Zone Passengers 2 Min. Max
43314,SN-30-1000-2254295,SPRING HILL,KENNIGO STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,1,,,000000000100468261,IE000000000100468261,45,5c3249cb-1f8f-40ef-95b2-407d80a5e206,"{""coordinates"": [153.03030012120087, -27.45671928909098], ""type"": ""Point""}","-27.45671928909098, 153.03030012120087","S, SPRING HILL",-27.45671928909098,153.03030012120087,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43325,SN-20-2000-2429278,ANNERLEY,FERNDALE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYD,Bi-Directional,0,1,0,2 MIN MAX,":8:00AM-8:45AM ,SCHOOL DAYS:2:30PM-3:30PM",000000000100431335,IE000000000100431335,43,2d95e908-dbee-4ea5-9efb-80010db288e7,"{""coordinates"": [153.0312388233197, -27.51724564558852], ""type"": ""Point""}","-27.51724564558852, 153.0312388233197","A, ANNERLEY",-27.51724564558852,153.0312388233197,Loading Zone Passengers 2 Min. Max
43331,SN-10-1000-1163440,SOUTH BRISBANE,STEPHENS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100355438,IE000000000100355438,43,46d4ce7c-0d86-4458-8e97-6c21d42fee04,"{""coordinates"": [153.02295720279628, -27.48382468814486], ""type"": ""Point""}","-27.48382468814486, 153.02295720279628","S, SOUTH BRISBANE",-27.48382468814486,153.02295720279628,Loading Zone Passengers 2 Min. Max
43345,SN-20-2000-2565349,BRISBANE CITY,BURNETT LANE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100445830,IE000000000100445830,45,594170e6-becb-4180-bf34-58b1390164a4,"{""coordinates"": [153.0238638687924, -27.470095705566198], ""type"": ""Point""}","-27.470095705566198, 153.0238638687924","B, BRISBANE CITY",-27.470095705566198,153.0238638687924,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43378,SN-20-2000-2505455,BRISBANE CITY,MAKERSTON STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100445880,IE000000000100445880,45,659b3d5a-6dfd-44a6-be05-1669cd1039e9,"{""coordinates"": [153.01790582373982, -27.467523609145843], ""type"": ""Point""}","-27.467523609145843, 153.01790582373982","B, BRISBANE CITY",-27.467523609145843,153.01790582373982,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43425,SN-10-1000-1285662,PETRIE TERRACE,PETRIE TERRACE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45AR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",ALL OTHER TIMES:-,000000000100349592,IE000000000100349592,45,cee3754b-ebb3-4c42-83ef-da1f6ff6bb7d,"{""coordinates"": [153.01440755896385, -27.461987048429773], ""type"": ""Point""}","-27.461987048429773, 153.01440755896385","P, PETRIE TERRACE",-27.461987048429773,153.01440755896385,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43427,SN-20-2000-2464316,ASHGROVE,ASHBOURNE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100432827,IE000000000100432827,43,5e92ce70-2882-478d-82db-02bca273f50c,"{""coordinates"": [152.98681400772512, -27.4356486149472], ""type"": ""Point""}","-27.4356486149472, 152.98681400772512","A, ASHGROVE",-27.4356486149472,152.98681400772512,Loading Zone Passengers 2 Min. Max
43434,SN-20-2000-2411457,WOOLLOONGABBA,MARTIN STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MINS MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100431303,IE000000000100431303,43,697f1dbf-49f8-41b7-9ebc-dd7392f22304,"{""coordinates"": [153.04318206489958, -27.49643219271417], ""type"": ""Point""}","-27.49643219271417, 153.04318206489958","W, WOOLLOONGABBA",-27.49643219271417,153.04318206489958,Loading Zone Passengers 2 Min. Max
43439,SN-10-1000-1293201,INALA,INALA AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7:00AM-9:00AM ,SCHOOLDAYS:2:00PM-4:00PM",000000000100349903,IE000000000100349903,43,d77cf038-c5df-4b02-a87b-f117b58a21a4,"{""coordinates"": [152.98167017101406, -27.597328940670366], ""type"": ""Point""}","-27.597328940670366, 152.98167017101406","I, INALA",-27.597328940670366,152.98167017101406,Loading Zone Passengers 2 Min. Max
43448,SN-10-1000-1184013,SPRING HILL,WICKHAM TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100350075,IE000000000100350075,43,4ee7565f-3d00-4dee-8cb0-0e70f064693c,"{""coordinates"": [153.0228780814156, -27.465561440250763], ""type"": ""Point""}","-27.465561440250763, 153.0228780814156","S, SPRING HILL",-27.465561440250763,153.0228780814156,Loading Zone Passengers 2 Min. Max
43476,SN-10-1000-1264839,EIGHT MILE PLAINS,HOLMEAD ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZR,Right,0,1,0,2 MIN MAX,":7:30AM-8:30AM ,MON-FRI:3:00PM-4:00PM",000000000100350651,IE000000000100350651,43,69aa8167-0123-46ff-9f69-6c742a3d0875,"{""coordinates"": [153.09958739477707, -27.57124817062612], ""type"": ""Point""}","-27.57124817062612, 153.09958739477707","E, EIGHT MILE PLAINS",-27.57124817062612,153.09958739477707,Loading Zone Passengers 2 Min. Max
43501,SN-10-1000-1236842,THE GAP,PAMMAY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PL,Left,0,1,0,2 MIN MAX,":7am-9am ,MON-FRI:2pm-4pm",000000000100351155,IE000000000100351155,43,66a58e89-5807-4bcc-ba54-82670855784c,"{""coordinates"": [152.94962122830293, -27.44452299437632], ""type"": ""Point""}","-27.44452299437632, 152.94962122830293","T, THE GAP",-27.44452299437632,152.94962122830293,Loading Zone Passengers 2 Min. Max
43517,SN-10-1000-1187519,BRISBANE CITY,MAKERSTON STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100351532,IE000000000100351532,45,a27c4893-0b8a-42a9-badf-90f6560a374e,"{""coordinates"": [153.01883129983784, -27.46676197227129], ""type"": ""Point""}","-27.46676197227129, 153.01883129983784","B, BRISBANE CITY",-27.46676197227129,153.01883129983784,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
43559,SN-10-1000-1214011,CARINA,RICKWOOD STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100354991,IE000000000100354991,43,51e2c687-a562-42c9-8fb2-e934b3b9cdbb,"{""coordinates"": [153.09340233240056, -27.48517405772733], ""type"": ""Point""}","-27.48517405772733, 153.09340233240056","C, CARINA",-27.48517405772733,153.09340233240056,Loading Zone Passengers 2 Min. Max
43573,SN-10-1000-1184118,BRISBANE CITY,MARY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100355004,IE000000000100355004,45,a1f650c2-d2db-41aa-b042-eb042394cbac,"{""coordinates"": [153.02842009588332, -27.47127734511217], ""type"": ""Point""}","-27.47127734511217, 153.02842009588332","B, BRISBANE CITY",-27.47127734511217,153.02842009588332,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
